OA,Acorn_category,Acorn_group,Acorn Category_frequency_count,Acorn Group_frequency_count
E00023729,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 1}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 1}"
E00023730,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00023731,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 10, '6. Not Private Households': 1}","{'D. City Sophisticates': 10, 'R. Active Communal Population': 1}"
E00023732,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 5},{'D. City Sophisticates': 5}
E00023733,6. Not Private Households,D. City Sophisticates,"{'6. Not Private Households': 2, '2. Rising Prosperity': 2}","{'D. City Sophisticates': 2, 'R. Active Communal Population': 2}"
E00023734,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 8, '6. Not Private Households': 4, '1. Affluent Achievers': 2}","{'D. City Sophisticates': 8, 'R. Active Communal Population': 4, 'A. Lavish Lifestyles': 2}"
E00023737,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 7, '6. Not Private Households': 2}","{'D. City Sophisticates': 7, 'R. Active Communal Population': 2}"
E00023738,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '1. Affluent Achievers': 2}","{'D. City Sophisticates': 4, 'A. Lavish Lifestyles': 2}"
E00023739,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 7, '6. Not Private Households': 1, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 7, 'A. Lavish Lifestyles': 1, 'R. Active Communal Population': 1}"
E00023740,1. Affluent Achievers,D. City Sophisticates,"{'1. Affluent Achievers': 6, '2. Rising Prosperity': 6}","{'D. City Sophisticates': 6, 'A. Lavish Lifestyles': 6}"
E00023741,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 1, '6. Not Private Households': 1}","{'D. City Sophisticates': 1, 'R. Active Communal Population': 1}"
E00023744,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '1. Affluent Achievers': 1, '6. Not Private Households': 1}","{'D. City Sophisticates': 4, 'A. Lavish Lifestyles': 1, 'R. Active Communal Population': 1}"
E00023745,1. Affluent Achievers,A. Lavish Lifestyles,"{'1. Affluent Achievers': 6, '2. Rising Prosperity': 3, '6. Not Private Households': 1}","{'A. Lavish Lifestyles': 6, 'D. City Sophisticates': 3, 'R. Active Communal Population': 1}"
E00023746,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 12, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 12, 'A. Lavish Lifestyles': 1}"
E00023747,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 6},{'D. City Sophisticates': 6}
E00023748,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023749,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023750,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00023751,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00023752,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00023753,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '6. Not Private Households': 1}","{'D. City Sophisticates': 3, 'R. Active Communal Population': 1}"
E00023754,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 3},{'P. Struggling Estates': 3}
E00023755,1. Affluent Achievers,A. Lavish Lifestyles,"{'1. Affluent Achievers': 4, '2. Rising Prosperity': 1}","{'A. Lavish Lifestyles': 4, 'D. City Sophisticates': 1}"
E00023756,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 6, 'E. Career Climbers': 1}"
E00023757,4. Financially Stretched,K. Student Life,"{'4. Financially Stretched': 4, '2. Rising Prosperity': 1}","{'K. Student Life': 3, 'D. City Sophisticates': 1, 'N. Poorer Pensioners': 1}"
E00023758,1. Affluent Achievers,A. Lavish Lifestyles,"{'1. Affluent Achievers': 3, '2. Rising Prosperity': 2}","{'A. Lavish Lifestyles': 3, 'D. City Sophisticates': 2}"
E00023759,1. Affluent Achievers,A. Lavish Lifestyles,"{'1. Affluent Achievers': 6, '2. Rising Prosperity': 1}","{'A. Lavish Lifestyles': 6, 'D. City Sophisticates': 1}"
E00023760,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '6. Not Private Households': 1}","{'P. Struggling Estates': 3, 'R. Active Communal Population': 1}"
E00023761,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '5. Urban Adversity': 1}","{'D. City Sophisticates': 3, 'P. Struggling Estates': 1}"
E00023762,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '6. Not Private Households': 3}","{'P. Struggling Estates': 6, 'R. Active Communal Population': 3}"
E00023763,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '6. Not Private Households': 1, '4. Financially Stretched': 1}","{'P. Struggling Estates': 3, 'K. Student Life': 1, 'R. Active Communal Population': 1}"
E00023764,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 7, '5. Urban Adversity': 3}","{'D. City Sophisticates': 7, 'P. Struggling Estates': 3}"
E00023765,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 12, '6. Not Private Households': 2}","{'D. City Sophisticates': 12, 'R. Active Communal Population': 2}"
E00023766,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00023767,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 1}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 1}"
E00023768,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 1},{'D. City Sophisticates': 1}
E00023769,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023770,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 1},{'D. City Sophisticates': 1}
E00023771,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 1},{'D. City Sophisticates': 1}
E00023772,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 1},{'D. City Sophisticates': 1}
E00023773,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 6, '6. Not Private Households': 2}","{'D. City Sophisticates': 6, 'R. Active Communal Population': 2}"
E00023774,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '2. Rising Prosperity': 2}","{'P. Struggling Estates': 3, 'D. City Sophisticates': 2}"
E00023775,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 2, '6. Not Private Households': 1}","{'D. City Sophisticates': 2, 'R. Active Communal Population': 1}"
E00023776,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 1, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 1, 'D. City Sophisticates': 1}"
E00023777,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023778,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00023779,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 6},{'D. City Sophisticates': 6}
E00023780,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '6. Not Private Households': 1}","{'D. City Sophisticates': 3, 'R. Active Communal Population': 1}"
E00023781,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023782,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023783,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023784,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 2, '4. Financially Stretched': 1}","{'D. City Sophisticates': 2, 'N. Poorer Pensioners': 1}"
E00023785,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 2, '6. Not Private Households': 2}","{'D. City Sophisticates': 2, 'R. Active Communal Population': 2}"
E00023786,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 2, '2. Rising Prosperity': 1}","{'R. Active Communal Population': 2, 'D. City Sophisticates': 1}"
E00023787,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 5, '4. Financially Stretched': 1, '6. Not Private Households': 1}","{'D. City Sophisticates': 3, 'E. Career Climbers': 2, 'K. Student Life': 1, 'R. Active Communal Population': 1}"
E00023788,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 1, '4. Financially Stretched': 1}","{'D. City Sophisticates': 1, 'K. Student Life': 1}"
E00023789,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '4. Financially Stretched': 2, '6. Not Private Households': 1}","{'P. Struggling Estates': 2, 'K. Student Life': 1, 'R. Active Communal Population': 1, 'N. Poorer Pensioners': 1}"
E00023790,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 5},{'P. Struggling Estates': 5}
E00023791,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 2, '5. Urban Adversity': 1}","{'R. Active Communal Population': 2, 'P. Struggling Estates': 1}"
E00023792,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 1, '6. Not Private Households': 1}","{'D. City Sophisticates': 1, 'R. Active Communal Population': 1}"
E00023793,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 5, '2. Rising Prosperity': 3, '6. Not Private Households': 2}","{'P. Struggling Estates': 5, 'D. City Sophisticates': 3, 'R. Active Communal Population': 2}"
E00023794,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 2},{'P. Struggling Estates': 2}
E00023795,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 2, 'D. City Sophisticates': 1}"
E00023796,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023797,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023798,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 2}","{'D. City Sophisticates': 3, 'R. Active Communal Population': 2, 'E. Career Climbers': 1}"
E00023799,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023800,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023801,2. Rising Prosperity,E. Career Climbers,"{'2. Rising Prosperity': 3, '6. Not Private Households': 1, '5. Urban Adversity': 1}","{'E. Career Climbers': 2, 'P. Struggling Estates': 1, 'D. City Sophisticates': 1, 'R. Active Communal Population': 1}"
E00023802,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 8},{'D. City Sophisticates': 8}
E00023803,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 5},{'D. City Sophisticates': 5}
E00023804,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '2. Rising Prosperity': 2}","{'P. Struggling Estates': 2, 'D. City Sophisticates': 2}"
E00023805,1. Affluent Achievers,A. Lavish Lifestyles,"{'1. Affluent Achievers': 4, '2. Rising Prosperity': 3}","{'A. Lavish Lifestyles': 4, 'D. City Sophisticates': 3}"
E00023806,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023807,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023808,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023809,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023810,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '6. Not Private Households': 1}","{'D. City Sophisticates': 3, 'R. Active Communal Population': 1}"
E00023811,1. Affluent Achievers,D. City Sophisticates,"{'1. Affluent Achievers': 19, '2. Rising Prosperity': 19, '6. Not Private Households': 8}","{'D. City Sophisticates': 19, 'A. Lavish Lifestyles': 19, 'R. Active Communal Population': 8}"
E00023812,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 2, '4. Financially Stretched': 1}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 2, 'K. Student Life': 1}"
E00023813,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 14, '6. Not Private Households': 10, '5. Urban Adversity': 3, '1. Affluent Achievers': 1, '4. Financially Stretched': 1}","{'D. City Sophisticates': 14, 'R. Active Communal Population': 10, 'P. Struggling Estates': 3, 'K. Student Life': 1, 'A. Lavish Lifestyles': 1}"
E00023814,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '6. Not Private Households': 1}","{'P. Struggling Estates': 6, 'R. Active Communal Population': 1}"
E00023815,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 2}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 2}"
E00023816,1. Affluent Achievers,A. Lavish Lifestyles,"{'1. Affluent Achievers': 9, '6. Not Private Households': 1, '2. Rising Prosperity': 1}","{'A. Lavish Lifestyles': 9, 'D. City Sophisticates': 1, 'R. Active Communal Population': 1}"
E00023817,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 15, '6. Not Private Households': 8, '1. Affluent Achievers': 4}","{'D. City Sophisticates': 15, 'R. Active Communal Population': 8, 'A. Lavish Lifestyles': 4}"
E00023818,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 30, '2. Rising Prosperity': 21, '1. Affluent Achievers': 4, '4. Financially Stretched': 2}","{'R. Active Communal Population': 30, 'D. City Sophisticates': 21, 'A. Lavish Lifestyles': 4, 'K. Student Life': 2}"
E00023819,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 38, '6. Not Private Households': 21, '1. Affluent Achievers': 10}","{'D. City Sophisticates': 38, 'R. Active Communal Population': 21, 'A. Lavish Lifestyles': 10}"
E00023820,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 12, '6. Not Private Households': 7}","{'D. City Sophisticates': 12, 'R. Active Communal Population': 7}"
E00023821,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 23, '2. Rising Prosperity': 13, '1. Affluent Achievers': 2}","{'R. Active Communal Population': 23, 'D. City Sophisticates': 13, 'A. Lavish Lifestyles': 2}"
E00023822,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 16, '2. Rising Prosperity': 14}","{'R. Active Communal Population': 16, 'D. City Sophisticates': 14}"
E00023823,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 19, '6. Not Private Households': 3}","{'D. City Sophisticates': 19, 'R. Active Communal Population': 3}"
E00023824,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 35, '2. Rising Prosperity': 21, '5. Urban Adversity': 2, '1. Affluent Achievers': 1}","{'R. Active Communal Population': 35, 'D. City Sophisticates': 21, 'P. Struggling Estates': 2, 'A. Lavish Lifestyles': 1}"
E00023825,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 41, '6. Not Private Households': 11, '1. Affluent Achievers': 2}","{'D. City Sophisticates': 41, 'R. Active Communal Population': 11, 'A. Lavish Lifestyles': 2}"
E00023826,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 45, '6. Not Private Households': 16, '1. Affluent Achievers': 9}","{'D. City Sophisticates': 44, 'R. Active Communal Population': 16, 'A. Lavish Lifestyles': 9, 'E. Career Climbers': 1}"
E00023827,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 31, '1. Affluent Achievers': 13, '6. Not Private Households': 8}","{'D. City Sophisticates': 31, 'A. Lavish Lifestyles': 13, 'R. Active Communal Population': 8}"
E00023828,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 49, '2. Rising Prosperity': 41}","{'R. Active Communal Population': 49, 'D. City Sophisticates': 41}"
E00023829,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 21, '6. Not Private Households': 4}","{'D. City Sophisticates': 21, 'R. Active Communal Population': 4}"
E00023830,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 17, '6. Not Private Households': 9}","{'D. City Sophisticates': 17, 'R. Active Communal Population': 9}"
E00023831,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 29, '6. Not Private Households': 5}","{'D. City Sophisticates': 29, 'R. Active Communal Population': 5}"
E00023832,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 29, '6. Not Private Households': 16}","{'D. City Sophisticates': 29, 'R. Active Communal Population': 16}"
E00023833,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 20, '6. Not Private Households': 14}","{'D. City Sophisticates': 20, 'R. Active Communal Population': 14}"
E00023834,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 27, '1. Affluent Achievers': 14, '2. Rising Prosperity': 12}","{'R. Active Communal Population': 27, 'A. Lavish Lifestyles': 14, 'D. City Sophisticates': 12}"
E00023835,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 17, '6. Not Private Households': 11}","{'D. City Sophisticates': 17, 'R. Active Communal Population': 11}"
E00023836,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 24, '6. Not Private Households': 13}","{'D. City Sophisticates': 24, 'R. Active Communal Population': 13}"
E00023837,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 30, '6. Not Private Households': 10, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 30, 'R. Active Communal Population': 10, 'A. Lavish Lifestyles': 1}"
E00023838,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 34, '6. Not Private Households': 19, '5. Urban Adversity': 1}","{'D. City Sophisticates': 34, 'R. Active Communal Population': 19, 'P. Struggling Estates': 1}"
E00023839,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 81, '2. Rising Prosperity': 47, '1. Affluent Achievers': 6}","{'R. Active Communal Population': 81, 'D. City Sophisticates': 47, 'A. Lavish Lifestyles': 6}"
E00023840,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 73, '2. Rising Prosperity': 34}","{'R. Active Communal Population': 73, 'D. City Sophisticates': 34}"
E00023841,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 57, '6. Not Private Households': 51}","{'D. City Sophisticates': 57, 'R. Active Communal Population': 51}"
E00023842,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 66, '6. Not Private Households': 64, '1. Affluent Achievers': 5}","{'D. City Sophisticates': 65, 'R. Active Communal Population': 64, 'A. Lavish Lifestyles': 5, 'E. Career Climbers': 1}"
E00023843,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 37, '6. Not Private Households': 32, '4. Financially Stretched': 1}","{'D. City Sophisticates': 36, 'R. Active Communal Population': 32, 'K. Student Life': 1, 'E. Career Climbers': 1}"
E00023844,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 49, '6. Not Private Households': 43, '1. Affluent Achievers': 4}","{'D. City Sophisticates': 49, 'R. Active Communal Population': 43, 'A. Lavish Lifestyles': 4}"
E00023845,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 111, '2. Rising Prosperity': 58, '5. Urban Adversity': 1, '4. Financially Stretched': 1}","{'R. Active Communal Population': 111, 'D. City Sophisticates': 58, 'P. Struggling Estates': 1, 'K. Student Life': 1}"
E00023846,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 10, '5. Urban Adversity': 8, '6. Not Private Households': 1}","{'D. City Sophisticates': 10, 'P. Struggling Estates': 8, 'R. Active Communal Population': 1}"
E00023847,1. Affluent Achievers,A. Lavish Lifestyles,{'1. Affluent Achievers': 4},{'A. Lavish Lifestyles': 4}
E00023848,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 27, '6. Not Private Households': 10, '4. Financially Stretched': 1}","{'D. City Sophisticates': 27, 'R. Active Communal Population': 10, 'K. Student Life': 1}"
E00023849,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 6, '5. Urban Adversity': 1}","{'D. City Sophisticates': 5, 'P. Struggling Estates': 1, 'E. Career Climbers': 1}"
E00023851,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '2. Rising Prosperity': 1, '6. Not Private Households': 1}","{'P. Struggling Estates': 3, 'D. City Sophisticates': 1, 'R. Active Communal Population': 1}"
E00023852,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 4},{'P. Struggling Estates': 4}
E00023853,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '5. Urban Adversity': 1}","{'D. City Sophisticates': 3, 'P. Struggling Estates': 1}"
E00023854,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 7},{'P. Struggling Estates': 7}
E00023855,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 4, 'E. Career Climbers': 1}"
E00023856,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '5. Urban Adversity': 2}","{'D. City Sophisticates': 3, 'P. Struggling Estates': 2}"
E00023857,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 2, 'D. City Sophisticates': 1}"
E00023858,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '6. Not Private Households': 1}","{'P. Struggling Estates': 3, 'R. Active Communal Population': 1}"
E00023859,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00023860,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '4. Financially Stretched': 1, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 4, 'E. Career Climbers': 1, 'N. Poorer Pensioners': 1}"
E00023861,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 9, '6. Not Private Households': 1}","{'P. Struggling Estates': 9, 'R. Active Communal Population': 1}"
E00023862,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023863,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 5, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 5, 'E. Career Climbers': 1}"
E00023864,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 6},{'P. Struggling Estates': 6}
E00023865,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '4. Financially Stretched': 1, '5. Urban Adversity': 1}","{'D. City Sophisticates': 2, 'P. Struggling Estates': 1, 'K. Student Life': 1, 'E. Career Climbers': 1}"
E00023866,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '6. Not Private Households': 1}","{'P. Struggling Estates': 6, 'R. Active Communal Population': 1}"
E00023867,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 4},{'P. Struggling Estates': 4}
E00023869,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023870,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023871,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023872,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 11, '2. Rising Prosperity': 1, '6. Not Private Households': 1}","{'P. Struggling Estates': 11, 'E. Career Climbers': 1, 'R. Active Communal Population': 1}"
E00023873,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '6. Not Private Households': 1, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 6, 'E. Career Climbers': 1, 'R. Active Communal Population': 1}"
E00023874,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 7},{'P. Struggling Estates': 7}
E00023875,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 5, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 5, 'D. City Sophisticates': 1}"
E00023876,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 8},{'P. Struggling Estates': 8}
E00023877,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '4. Financially Stretched': 2, '2. Rising Prosperity': 2, '6. Not Private Households': 1}","{'P. Struggling Estates': 4, 'K. Student Life': 2, 'D. City Sophisticates': 1, 'E. Career Climbers': 1, 'R. Active Communal Population': 1}"
E00023878,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 13},{'P. Struggling Estates': 13}
E00023879,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '6. Not Private Households': 1, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 6, 'E. Career Climbers': 1, 'R. Active Communal Population': 1}"
E00023880,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 5},{'D. City Sophisticates': 5}
E00023881,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 6, '6. Not Private Households': 2, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 6, 'R. Active Communal Population': 2, 'A. Lavish Lifestyles': 1}"
E00023882,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 5, '6. Not Private Households': 1}","{'D. City Sophisticates': 5, 'R. Active Communal Population': 1}"
E00023883,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '2. Rising Prosperity': 4}","{'P. Struggling Estates': 4, 'D. City Sophisticates': 4}"
E00023884,6. Not Private Households,D. City Sophisticates,"{'6. Not Private Households': 3, '2. Rising Prosperity': 3, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 3, 'R. Active Communal Population': 3, 'A. Lavish Lifestyles': 1}"
E00023885,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 8, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 8, 'A. Lavish Lifestyles': 1}"
E00023886,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '2. Rising Prosperity': 2, '6. Not Private Households': 1}","{'P. Struggling Estates': 3, 'D. City Sophisticates': 2, 'R. Active Communal Population': 1}"
E00023887,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 6, '6. Not Private Households': 2, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 6, 'R. Active Communal Population': 2, 'A. Lavish Lifestyles': 1}"
E00023888,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 8, '1. Affluent Achievers': 1, '6. Not Private Households': 1}","{'D. City Sophisticates': 8, 'A. Lavish Lifestyles': 1, 'R. Active Communal Population': 1}"
