,OA,Females total,Males total,[count] - Females - Infant [0-4],[count] - Females - Primary student [5-9],[count] - Females - Secondary student [10-15],[count] - Females - College student [16-17],[count] - Females - Universitarian / apprentice [18-24],[count] - Females - Young adult [25-39],[count] - Females - Middle-aged adult [40-49],[count] - Females - Senior adult [50-64],[count] - Females - Senior [65+],[count] - Males - Infant [0-4],[count] - Males - Primary student [5-9],[count] - Males - Secondary student [10-15],[count] - Males - College student [16-17],[count] - Males - Universitarian / apprentice [18-24],[count] - Males - Young adult [25-39],[count] - Males - Middle-aged adult [40-49],[count] - Males - Senior adult [50-64],[count] - Males - Senior [65+],[count] - Total - Infant [0-4],[count] - Total - Primary student [5-9],[count] - Total - Secondary student [10-15],[count] - Total - College student [16-17],[count] - Total - Universitarian / apprentice [18-24],[count] - Total - Young adult [25-39],[count] - Total - Middle-aged adult [40-49],[count] - Total - Senior adult [50-64],[count] - Total - Senior [65+],[%_in_OA] - Females - Infant [0-4],[%_in_OA] - Females - Primary student [5-9],[%_in_OA] - Females - Secondary student [10-15],[%_in_OA] - Females - College student [16-17],[%_in_OA] - Females - Universitarian / apprentice [18-24],[%_in_OA] - Females - Young adult [25-39],[%_in_OA] - Females - Middle-aged adult [40-49],[%_in_OA] - Females - Senior adult [50-64],[%_in_OA] - Females - Senior [65+],[%_in_OA] - Males - Infant [0-4],[%_in_OA] - Males - Primary student [5-9],[%_in_OA] - Males - Secondary student [10-15],[%_in_OA] - Males - College student [16-17],[%_in_OA] - Males - Universitarian / apprentice [18-24],[%_in_OA] - Males - Young adult [25-39],[%_in_OA] - Males - Middle-aged adult [40-49],[%_in_OA] - Males - Senior adult [50-64],[%_in_OA] - Males - Senior [65+],[%_in_OA] - Total - Infant [0-4],[%_in_OA] - Total - Primary student [5-9],[%_in_OA] - Total - Secondary student [10-15],[%_in_OA] - Total - College student [16-17],[%_in_OA] - Total - Universitarian / apprentice [18-24],[%_in_OA] - Total - Young adult [25-39],[%_in_OA] - Total - Middle-aged adult [40-49],[%_in_OA] - Total - Senior adult [50-64],[%_in_OA] - Total - Senior [65+],[shared_scale] - [%_in_OA] - Total - Infant [0-4],[shared_scale] - [%_in_OA] - Total - Primary student [5-9],[shared_scale] - [%_in_OA] - Total - Secondary student [10-15],[shared_scale] - [%_in_OA] - Total - College student [16-17],[shared_scale] - [%_in_OA] - Total - Universitarian / apprentice [18-24],[shared_scale] - [%_in_OA] - Total - Young adult [25-39],[shared_scale] - [%_in_OA] - Total - Middle-aged adult [40-49],[shared_scale] - [%_in_OA] - Total - Senior adult [50-64],[shared_scale] - [%_in_OA] - Total - Senior [65+]
47,E00023462,114.0,136.0,7.0,3.0,4.0,1.0,4.0,43.0,19.0,26.0,7.0,11.0,7.0,4.0,0.0,3.0,59.0,14.0,23.0,15.0,18.0,10.0,8.0,1.0,7.0,102.0,33.0,49.0,22.0,2.8,1.2,1.6,0.4,1.6,17.2,7.6,10.4,2.8,4.4,2.8,1.6,0.0,1.2,23.6,5.6,9.2,6.0,7.2,4.0,3.2,0.4,2.8,40.8,13.2,19.6,8.8,7.2,4.0,3.2,0.4,2.8,40.8,13.2,19.6,8.8
48,E00023463,154.0,154.0,16.0,6.0,8.0,2.0,9.0,48.0,20.0,21.0,24.0,8.0,4.0,13.0,1.0,7.0,75.0,22.0,11.0,13.0,24.0,10.0,21.0,3.0,16.0,123.0,42.0,32.0,37.0,5.195,1.948,2.597,0.649,2.922,15.584,6.494,6.818,7.792,2.597,1.299,4.221,0.325,2.273,24.351,7.143,3.571,4.221,7.792,3.247,6.818,0.974,5.195,39.935,13.636,10.39,12.013,7.792,3.247,6.818,0.974,5.195,39.935,13.636,10.39,12.013
49,E00023464,128.0,164.0,13.0,14.0,6.0,2.0,5.0,48.0,13.0,20.0,7.0,10.0,9.0,4.0,0.0,6.0,55.0,36.0,28.0,16.0,23.0,23.0,10.0,2.0,11.0,103.0,49.0,48.0,23.0,4.452,4.795,2.055,0.685,1.712,16.438,4.452,6.849,2.397,3.425,3.082,1.37,0.0,2.055,18.836,12.329,9.589,5.479,7.877,7.877,3.425,0.685,3.767,35.274,16.781,16.438,7.877,7.877,7.877,3.425,0.685,3.767,35.274,16.781,16.438,7.877
50,E00023465,102.0,114.0,5.0,4.0,6.0,1.0,7.0,25.0,26.0,12.0,16.0,8.0,4.0,1.0,0.0,2.0,44.0,26.0,17.0,12.0,13.0,8.0,7.0,1.0,9.0,69.0,52.0,29.0,28.0,2.315,1.852,2.778,0.463,3.241,11.574,12.037,5.556,7.407,3.704,1.852,0.463,0.0,0.926,20.37,12.037,7.87,5.556,6.019,3.704,3.241,0.463,4.167,31.944,24.074,13.426,12.963,6.019,3.704,3.241,0.463,4.167,31.944,24.074,13.426,12.963
51,E00023466,200.0,196.0,14.0,13.0,14.0,4.0,4.0,56.0,37.0,35.0,23.0,8.0,16.0,15.0,2.0,7.0,59.0,37.0,26.0,26.0,22.0,29.0,29.0,6.0,11.0,115.0,74.0,61.0,49.0,3.535,3.283,3.535,1.01,1.01,14.141,9.343,8.838,5.808,2.02,4.04,3.788,0.505,1.768,14.899,9.343,6.566,6.566,5.556,7.323,7.323,1.515,2.778,29.04,18.687,15.404,12.374,5.556,7.323,7.323,1.515,2.778,29.04,18.687,15.404,12.374
52,E00023467,187.0,183.0,6.0,11.0,5.0,3.0,13.0,40.0,27.0,52.0,30.0,6.0,6.0,7.0,4.0,11.0,61.0,31.0,31.0,26.0,12.0,17.0,12.0,7.0,24.0,101.0,58.0,83.0,56.0,1.622,2.973,1.351,0.811,3.514,10.811,7.297,14.054,8.108,1.622,1.622,1.892,1.081,2.973,16.486,8.378,8.378,7.027,3.243,4.595,3.243,1.892,6.486,27.297,15.676,22.432,15.135,3.243,4.595,3.243,1.892,6.486,27.297,15.676,22.432,15.135
53,E00023468,148.0,148.0,9.0,6.0,11.0,0.0,7.0,37.0,30.0,32.0,16.0,15.0,7.0,5.0,1.0,7.0,48.0,24.0,20.0,21.0,24.0,13.0,16.0,1.0,14.0,85.0,54.0,52.0,37.0,3.041,2.027,3.716,0.0,2.365,12.5,10.135,10.811,5.405,5.068,2.365,1.689,0.338,2.365,16.216,8.108,6.757,7.095,8.108,4.392,5.405,0.338,4.73,28.716,18.243,17.568,12.5,8.108,4.392,5.405,0.338,4.73,28.716,18.243,17.568,12.5
54,E00023469,207.0,193.0,9.0,7.0,4.0,1.0,31.0,85.0,23.0,15.0,32.0,18.0,11.0,7.0,1.0,42.0,75.0,17.0,12.0,10.0,27.0,18.0,11.0,2.0,73.0,160.0,40.0,27.0,42.0,2.25,1.75,1.0,0.25,7.75,21.25,5.75,3.75,8.0,4.5,2.75,1.75,0.25,10.5,18.75,4.25,3.0,2.5,6.75,4.5,2.75,0.5,18.25,40.0,10.0,6.75,10.5,6.75,4.5,2.75,0.5,18.25,40.0,10.0,6.75,10.5
55,E00023470,174.0,145.0,19.0,23.0,7.0,0.0,5.0,29.0,27.0,27.0,37.0,12.0,17.0,5.0,3.0,5.0,23.0,32.0,17.0,31.0,31.0,40.0,12.0,3.0,10.0,52.0,59.0,44.0,68.0,5.956,7.21,2.194,0.0,1.567,9.091,8.464,8.464,11.599,3.762,5.329,1.567,0.94,1.567,7.21,10.031,5.329,9.718,9.718,12.539,3.762,0.94,3.135,16.301,18.495,13.793,21.317,9.718,12.539,3.762,0.94,3.135,16.301,18.495,13.793,21.317
56,E00023471,126.0,130.0,2.0,8.0,10.0,1.0,3.0,31.0,16.0,34.0,21.0,4.0,8.0,3.0,5.0,7.0,46.0,18.0,20.0,19.0,6.0,16.0,13.0,6.0,10.0,77.0,34.0,54.0,40.0,0.781,3.125,3.906,0.391,1.172,12.109,6.25,13.281,8.203,1.562,3.125,1.172,1.953,2.734,17.969,7.031,7.812,7.422,2.344,6.25,5.078,2.344,3.906,30.078,13.281,21.094,15.625,2.344,6.25,5.078,2.344,3.906,30.078,13.281,21.094,15.625
57,E00023472,115.0,108.0,4.0,5.0,10.0,1.0,2.0,32.0,25.0,22.0,14.0,4.0,10.0,3.0,2.0,1.0,26.0,18.0,27.0,17.0,8.0,15.0,13.0,3.0,3.0,58.0,43.0,49.0,31.0,1.794,2.242,4.484,0.448,0.897,14.35,11.211,9.865,6.278,1.794,4.484,1.345,0.897,0.448,11.659,8.072,12.108,7.623,3.587,6.726,5.83,1.345,1.345,26.009,19.283,21.973,13.901,3.587,6.726,5.83,1.345,1.345,26.009,19.283,21.973,13.901
58,E00023473,149.0,163.0,4.0,2.0,2.0,0.0,16.0,58.0,19.0,27.0,21.0,5.0,8.0,2.0,1.0,7.0,88.0,24.0,11.0,17.0,9.0,10.0,4.0,1.0,23.0,146.0,43.0,38.0,38.0,1.282,0.641,0.641,0.0,5.128,18.59,6.09,8.654,6.731,1.603,2.564,0.641,0.321,2.244,28.205,7.692,3.526,5.449,2.885,3.205,1.282,0.321,7.372,46.795,13.782,12.179,12.179,2.885,3.205,1.282,0.321,7.372,46.795,13.782,12.179,12.179
59,E00023474,104.0,99.0,4.0,3.0,4.0,0.0,4.0,49.0,7.0,19.0,14.0,4.0,0.0,2.0,0.0,6.0,62.0,12.0,7.0,6.0,8.0,3.0,6.0,0.0,10.0,111.0,19.0,26.0,20.0,1.97,1.478,1.97,0.0,1.97,24.138,3.448,9.36,6.897,1.97,0.0,0.985,0.0,2.956,30.542,5.911,3.448,2.956,3.941,1.478,2.956,0.0,4.926,54.68,9.36,12.808,9.852,3.941,1.478,2.956,0.0,4.926,54.68,9.36,12.808,9.852
60,E00023475,132.0,114.0,12.0,13.0,8.0,4.0,4.0,24.0,21.0,24.0,22.0,13.0,7.0,12.0,3.0,5.0,27.0,16.0,19.0,12.0,25.0,20.0,20.0,7.0,9.0,51.0,37.0,43.0,34.0,4.878,5.285,3.252,1.626,1.626,9.756,8.537,9.756,8.943,5.285,2.846,4.878,1.22,2.033,10.976,6.504,7.724,4.878,10.163,8.13,8.13,2.846,3.659,20.732,15.041,17.48,13.821,10.163,8.13,8.13,2.846,3.659,20.732,15.041,17.48,13.821
61,E00023476,301.0,335.0,17.0,9.0,32.0,2.0,19.0,103.0,47.0,42.0,30.0,23.0,19.0,11.0,1.0,21.0,135.0,60.0,39.0,26.0,40.0,28.0,43.0,3.0,40.0,238.0,107.0,81.0,56.0,2.673,1.415,5.031,0.314,2.987,16.195,7.39,6.604,4.717,3.616,2.987,1.73,0.157,3.302,21.226,9.434,6.132,4.088,6.289,4.403,6.761,0.472,6.289,37.421,16.824,12.736,8.805,6.289,4.403,6.761,0.472,6.289,37.421,16.824,12.736,8.805
62,E00023477,147.0,163.0,4.0,5.0,14.0,0.0,8.0,40.0,24.0,34.0,18.0,7.0,4.0,0.0,0.0,7.0,52.0,39.0,28.0,26.0,11.0,9.0,14.0,0.0,15.0,92.0,63.0,62.0,44.0,1.29,1.613,4.516,0.0,2.581,12.903,7.742,10.968,5.806,2.258,1.29,0.0,0.0,2.258,16.774,12.581,9.032,8.387,3.548,2.903,4.516,0.0,4.839,29.677,20.323,20.0,14.194,3.548,2.903,4.516,0.0,4.839,29.677,20.323,20.0,14.194
63,E00023478,200.0,202.0,13.0,9.0,14.0,1.0,3.0,51.0,31.0,38.0,40.0,16.0,8.0,5.0,2.0,14.0,71.0,35.0,25.0,26.0,29.0,17.0,19.0,3.0,17.0,122.0,66.0,63.0,66.0,3.234,2.239,3.483,0.249,0.746,12.687,7.711,9.453,9.95,3.98,1.99,1.244,0.498,3.483,17.662,8.706,6.219,6.468,7.214,4.229,4.726,0.746,4.229,30.348,16.418,15.672,16.418,7.214,4.229,4.726,0.746,4.229,30.348,16.418,15.672,16.418
64,E00023479,177.0,225.0,11.0,6.0,10.0,2.0,11.0,69.0,29.0,21.0,18.0,18.0,10.0,4.0,1.0,9.0,110.0,32.0,26.0,15.0,29.0,16.0,14.0,3.0,20.0,179.0,61.0,47.0,33.0,2.736,1.493,2.488,0.498,2.736,17.164,7.214,5.224,4.478,4.478,2.488,0.995,0.249,2.239,27.363,7.96,6.468,3.731,7.214,3.98,3.483,0.746,4.975,44.527,15.174,11.692,8.209,7.214,3.98,3.483,0.746,4.975,44.527,15.174,11.692,8.209
65,E00023480,115.0,127.0,6.0,2.0,9.0,1.0,18.0,36.0,20.0,13.0,10.0,10.0,4.0,3.0,1.0,20.0,49.0,18.0,12.0,10.0,16.0,6.0,12.0,2.0,38.0,85.0,38.0,25.0,20.0,2.479,0.826,3.719,0.413,7.438,14.876,8.264,5.372,4.132,4.132,1.653,1.24,0.413,8.264,20.248,7.438,4.959,4.132,6.612,2.479,4.959,0.826,15.702,35.124,15.702,10.331,8.264,6.612,2.479,4.959,0.826,15.702,35.124,15.702,10.331,8.264
66,E00023481,153.0,115.0,13.0,12.0,17.0,4.0,2.0,35.0,37.0,26.0,7.0,8.0,8.0,3.0,0.0,8.0,31.0,30.0,13.0,14.0,21.0,20.0,20.0,4.0,10.0,66.0,67.0,39.0,21.0,4.851,4.478,6.343,1.493,0.746,13.06,13.806,9.701,2.612,2.985,2.985,1.119,0.0,2.985,11.567,11.194,4.851,5.224,7.836,7.463,7.463,1.493,3.731,24.627,25.0,14.552,7.836,7.836,7.463,7.463,1.493,3.731,24.627,25.0,14.552,7.836
67,E00023482,121.0,121.0,7.0,2.0,11.0,1.0,11.0,47.0,15.0,17.0,10.0,7.0,3.0,6.0,1.0,11.0,52.0,17.0,13.0,11.0,14.0,5.0,17.0,2.0,22.0,99.0,32.0,30.0,21.0,2.893,0.826,4.545,0.413,4.545,19.421,6.198,7.025,4.132,2.893,1.24,2.479,0.413,4.545,21.488,7.025,5.372,4.545,5.785,2.066,7.025,0.826,9.091,40.909,13.223,12.397,8.678,5.785,2.066,7.025,0.826,9.091,40.909,13.223,12.397,8.678
68,E00023483,224.0,213.0,17.0,14.0,12.0,2.0,9.0,58.0,39.0,38.0,35.0,15.0,14.0,10.0,1.0,8.0,74.0,33.0,40.0,18.0,32.0,28.0,22.0,3.0,17.0,132.0,72.0,78.0,53.0,3.89,3.204,2.746,0.458,2.059,13.272,8.924,8.696,8.009,3.432,3.204,2.288,0.229,1.831,16.934,7.551,9.153,4.119,7.323,6.407,5.034,0.686,3.89,30.206,16.476,17.849,12.128,7.323,6.407,5.034,0.686,3.89,30.206,16.476,17.849,12.128
69,E00023484,150.0,162.0,11.0,10.0,5.0,4.0,6.0,50.0,23.0,29.0,12.0,9.0,4.0,5.0,0.0,2.0,85.0,23.0,23.0,11.0,20.0,14.0,10.0,4.0,8.0,135.0,46.0,52.0,23.0,3.526,3.205,1.603,1.282,1.923,16.026,7.372,9.295,3.846,2.885,1.282,1.603,0.0,0.641,27.244,7.372,7.372,3.526,6.41,4.487,3.205,1.282,2.564,43.269,14.744,16.667,7.372,6.41,4.487,3.205,1.282,2.564,43.269,14.744,16.667,7.372
70,E00023485,81.0,97.0,3.0,5.0,5.0,0.0,7.0,29.0,16.0,8.0,8.0,4.0,9.0,0.0,0.0,9.0,29.0,24.0,13.0,9.0,7.0,14.0,5.0,0.0,16.0,58.0,40.0,21.0,17.0,1.685,2.809,2.809,0.0,3.933,16.292,8.989,4.494,4.494,2.247,5.056,0.0,0.0,5.056,16.292,13.483,7.303,5.056,3.933,7.865,2.809,0.0,8.989,32.584,22.472,11.798,9.551,3.933,7.865,2.809,0.0,8.989,32.584,22.472,11.798,9.551
71,E00023486,130.0,166.0,3.0,3.0,7.0,3.0,10.0,51.0,14.0,17.0,22.0,0.0,4.0,6.0,0.0,17.0,70.0,25.0,22.0,22.0,3.0,7.0,13.0,3.0,27.0,121.0,39.0,39.0,44.0,1.014,1.014,2.365,1.014,3.378,17.23,4.73,5.743,7.432,0.0,1.351,2.027,0.0,5.743,23.649,8.446,7.432,7.432,1.014,2.365,4.392,1.014,9.122,40.878,13.176,13.176,14.865,1.014,2.365,4.392,1.014,9.122,40.878,13.176,13.176,14.865
72,E00023487,110.0,166.0,8.0,11.0,5.0,0.0,6.0,32.0,17.0,17.0,14.0,11.0,12.0,16.0,4.0,12.0,39.0,25.0,33.0,14.0,19.0,23.0,21.0,4.0,18.0,71.0,42.0,50.0,28.0,2.899,3.986,1.812,0.0,2.174,11.594,6.159,6.159,5.072,3.986,4.348,5.797,1.449,4.348,14.13,9.058,11.957,5.072,6.884,8.333,7.609,1.449,6.522,25.725,15.217,18.116,10.145,6.884,8.333,7.609,1.449,6.522,25.725,15.217,18.116,10.145
73,E00023488,176.0,215.0,12.0,7.0,8.0,2.0,10.0,46.0,22.0,40.0,29.0,9.0,14.0,4.0,4.0,9.0,63.0,35.0,33.0,44.0,21.0,21.0,12.0,6.0,19.0,109.0,57.0,73.0,73.0,3.069,1.79,2.046,0.512,2.558,11.765,5.627,10.23,7.417,2.302,3.581,1.023,1.023,2.302,16.113,8.951,8.44,11.253,5.371,5.371,3.069,1.535,4.859,27.877,14.578,18.67,18.67,5.371,5.371,3.069,1.535,4.859,27.877,14.578,18.67,18.67
74,E00023489,137.0,196.0,4.0,9.0,7.0,1.0,22.0,45.0,14.0,18.0,17.0,4.0,16.0,6.0,2.0,8.0,74.0,48.0,19.0,19.0,8.0,25.0,13.0,3.0,30.0,119.0,62.0,37.0,36.0,1.201,2.703,2.102,0.3,6.607,13.514,4.204,5.405,5.105,1.201,4.805,1.802,0.601,2.402,22.222,14.414,5.706,5.706,2.402,7.508,3.904,0.901,9.009,35.736,18.619,11.111,10.811,2.402,7.508,3.904,0.901,9.009,35.736,18.619,11.111,10.811
75,E00023490,227.0,396.0,6.0,9.0,20.0,4.0,18.0,68.0,42.0,40.0,20.0,5.0,12.0,39.0,2.0,34.0,146.0,77.0,62.0,19.0,11.0,21.0,59.0,6.0,52.0,214.0,119.0,102.0,39.0,0.963,1.445,3.21,0.642,2.889,10.915,6.742,6.421,3.21,0.803,1.926,6.26,0.321,5.457,23.435,12.36,9.952,3.05,1.766,3.371,9.47,0.963,8.347,34.35,19.101,16.372,6.26,1.766,3.371,9.47,0.963,8.347,34.35,19.101,16.372,6.26
76,E00023491,160.0,161.0,4.0,5.0,8.0,3.0,15.0,42.0,21.0,23.0,39.0,12.0,11.0,3.0,2.0,11.0,31.0,34.0,34.0,23.0,16.0,16.0,11.0,5.0,26.0,73.0,55.0,57.0,62.0,1.246,1.558,2.492,0.935,4.673,13.084,6.542,7.165,12.15,3.738,3.427,0.935,0.623,3.427,9.657,10.592,10.592,7.165,4.984,4.984,3.427,1.558,8.1,22.741,17.134,17.757,19.315,4.984,4.984,3.427,1.558,8.1,22.741,17.134,17.757,19.315
77,E00023492,82.0,78.0,0.0,8.0,1.0,0.0,1.0,35.0,16.0,20.0,1.0,0.0,4.0,0.0,0.0,1.0,43.0,14.0,3.0,13.0,0.0,12.0,1.0,0.0,2.0,78.0,30.0,23.0,14.0,0.0,5.0,0.625,0.0,0.625,21.875,10.0,12.5,0.625,0.0,2.5,0.0,0.0,0.625,26.875,8.75,1.875,8.125,0.0,7.5,0.625,0.0,1.25,48.75,18.75,14.375,8.75,0.0,7.5,0.625,0.0,1.25,48.75,18.75,14.375,8.75
78,E00023493,140.0,147.0,4.0,5.0,8.0,1.0,13.0,46.0,31.0,18.0,14.0,12.0,1.0,7.0,1.0,14.0,53.0,24.0,22.0,13.0,16.0,6.0,15.0,2.0,27.0,99.0,55.0,40.0,27.0,1.394,1.742,2.787,0.348,4.53,16.028,10.801,6.272,4.878,4.181,0.348,2.439,0.348,4.878,18.467,8.362,7.666,4.53,5.575,2.091,5.226,0.697,9.408,34.495,19.164,13.937,9.408,5.575,2.091,5.226,0.697,9.408,34.495,19.164,13.937,9.408
79,E00023494,195.0,245.0,8.0,3.0,18.0,2.0,39.0,57.0,30.0,27.0,11.0,8.0,11.0,6.0,9.0,38.0,79.0,27.0,38.0,29.0,16.0,14.0,24.0,11.0,77.0,136.0,57.0,65.0,40.0,1.818,0.682,4.091,0.455,8.864,12.955,6.818,6.136,2.5,1.818,2.5,1.364,2.045,8.636,17.955,6.136,8.636,6.591,3.636,3.182,5.455,2.5,17.5,30.909,12.955,14.773,9.091,3.636,3.182,5.455,2.5,17.5,30.909,12.955,14.773,9.091
80,E00023495,132.0,118.0,8.0,8.0,9.0,3.0,5.0,29.0,19.0,33.0,18.0,9.0,6.0,1.0,2.0,0.0,25.0,24.0,24.0,27.0,17.0,14.0,10.0,5.0,5.0,54.0,43.0,57.0,45.0,3.2,3.2,3.6,1.2,2.0,11.6,7.6,13.2,7.2,3.6,2.4,0.4,0.8,0.0,10.0,9.6,9.6,10.8,6.8,5.6,4.0,2.0,2.0,21.6,17.2,22.8,18.0,6.8,5.6,4.0,2.0,2.0,21.6,17.2,22.8,18.0
81,E00023496,109.0,152.0,6.0,5.0,2.0,1.0,10.0,27.0,20.0,27.0,11.0,8.0,14.0,5.0,1.0,13.0,48.0,31.0,19.0,13.0,14.0,19.0,7.0,2.0,23.0,75.0,51.0,46.0,24.0,2.299,1.916,0.766,0.383,3.831,10.345,7.663,10.345,4.215,3.065,5.364,1.916,0.383,4.981,18.391,11.877,7.28,4.981,5.364,7.28,2.682,0.766,8.812,28.736,19.54,17.625,9.195,5.364,7.28,2.682,0.766,8.812,28.736,19.54,17.625,9.195
82,E00023497,87.0,157.0,2.0,1.0,4.0,1.0,3.0,29.0,8.0,19.0,20.0,10.0,5.0,7.0,0.0,7.0,60.0,17.0,31.0,20.0,12.0,6.0,11.0,1.0,10.0,89.0,25.0,50.0,40.0,0.82,0.41,1.639,0.41,1.23,11.885,3.279,7.787,8.197,4.098,2.049,2.869,0.0,2.869,24.59,6.967,12.705,8.197,4.918,2.459,4.508,0.41,4.098,36.475,10.246,20.492,16.393,4.918,2.459,4.508,0.41,4.098,36.475,10.246,20.492,16.393
83,E00023498,152.0,141.0,12.0,14.0,10.0,1.0,5.0,38.0,22.0,22.0,28.0,5.0,6.0,4.0,0.0,10.0,43.0,20.0,29.0,24.0,17.0,20.0,14.0,1.0,15.0,81.0,42.0,51.0,52.0,4.096,4.778,3.413,0.341,1.706,12.969,7.509,7.509,9.556,1.706,2.048,1.365,0.0,3.413,14.676,6.826,9.898,8.191,5.802,6.826,4.778,0.341,5.119,27.645,14.334,17.406,17.747,5.802,6.826,4.778,0.341,5.119,27.645,14.334,17.406,17.747
84,E00023499,133.0,134.0,9.0,5.0,7.0,3.0,6.0,44.0,22.0,15.0,22.0,4.0,11.0,14.0,3.0,7.0,25.0,20.0,33.0,17.0,13.0,16.0,21.0,6.0,13.0,69.0,42.0,48.0,39.0,3.371,1.873,2.622,1.124,2.247,16.479,8.24,5.618,8.24,1.498,4.12,5.243,1.124,2.622,9.363,7.491,12.36,6.367,4.869,5.993,7.865,2.247,4.869,25.843,15.73,17.978,14.607,4.869,5.993,7.865,2.247,4.869,25.843,15.73,17.978,14.607
85,E00023500,117.0,158.0,2.0,5.0,6.0,1.0,49.0,36.0,4.0,7.0,7.0,4.0,3.0,5.0,1.0,43.0,60.0,15.0,14.0,13.0,6.0,8.0,11.0,2.0,92.0,96.0,19.0,21.0,20.0,0.727,1.818,2.182,0.364,17.818,13.091,1.455,2.545,2.545,1.455,1.091,1.818,0.364,15.636,21.818,5.455,5.091,4.727,2.182,2.909,4.0,0.727,33.455,34.909,6.909,7.636,7.273,2.182,2.909,4.0,0.727,33.455,34.909,6.909,7.636,7.273
86,E00023501,191.0,201.0,2.0,8.0,4.0,2.0,70.0,44.0,18.0,21.0,22.0,6.0,5.0,2.0,1.0,68.0,56.0,24.0,21.0,18.0,8.0,13.0,6.0,3.0,138.0,100.0,42.0,42.0,40.0,0.51,2.041,1.02,0.51,17.857,11.224,4.592,5.357,5.612,1.531,1.276,0.51,0.255,17.347,14.286,6.122,5.357,4.592,2.041,3.316,1.531,0.765,35.204,25.51,10.714,10.714,10.204,2.041,3.316,1.531,0.765,35.204,25.51,10.714,10.714,10.204
87,E00023502,239.0,232.0,14.0,23.0,16.0,4.0,13.0,38.0,27.0,49.0,55.0,9.0,20.0,12.0,7.0,21.0,33.0,31.0,40.0,59.0,23.0,43.0,28.0,11.0,34.0,71.0,58.0,89.0,114.0,2.972,4.883,3.397,0.849,2.76,8.068,5.732,10.403,11.677,1.911,4.246,2.548,1.486,4.459,7.006,6.582,8.493,12.527,4.883,9.13,5.945,2.335,7.219,15.074,12.314,18.896,24.204,4.883,9.13,5.945,2.335,7.219,15.074,12.314,18.896,24.204
88,E00023503,82.0,139.0,5.0,4.0,2.0,3.0,10.0,18.0,15.0,11.0,14.0,1.0,9.0,2.0,5.0,23.0,56.0,17.0,8.0,18.0,6.0,13.0,4.0,8.0,33.0,74.0,32.0,19.0,32.0,2.262,1.81,0.905,1.357,4.525,8.145,6.787,4.977,6.335,0.452,4.072,0.905,2.262,10.407,25.339,7.692,3.62,8.145,2.715,5.882,1.81,3.62,14.932,33.484,14.48,8.597,14.48,2.715,5.882,1.81,3.62,14.932,33.484,14.48,8.597,14.48
89,E00023504,83.0,102.0,3.0,4.0,2.0,0.0,19.0,37.0,6.0,3.0,9.0,7.0,3.0,1.0,0.0,15.0,37.0,22.0,9.0,8.0,10.0,7.0,3.0,0.0,34.0,74.0,28.0,12.0,17.0,1.622,2.162,1.081,0.0,10.27,20.0,3.243,1.622,4.865,3.784,1.622,0.541,0.0,8.108,20.0,11.892,4.865,4.324,5.405,3.784,1.622,0.0,18.378,40.0,15.135,6.486,9.189,5.405,3.784,1.622,0.0,18.378,40.0,15.135,6.486,9.189
90,E00023505,121.0,153.0,6.0,2.0,6.0,4.0,7.0,27.0,20.0,23.0,26.0,7.0,11.0,3.0,2.0,6.0,53.0,32.0,23.0,16.0,13.0,13.0,9.0,6.0,13.0,80.0,52.0,46.0,42.0,2.19,0.73,2.19,1.46,2.555,9.854,7.299,8.394,9.489,2.555,4.015,1.095,0.73,2.19,19.343,11.679,8.394,5.839,4.745,4.745,3.285,2.19,4.745,29.197,18.978,16.788,15.328,4.745,4.745,3.285,2.19,4.745,29.197,18.978,16.788,15.328
91,E00023506,89.0,148.0,2.0,2.0,1.0,4.0,2.0,34.0,7.0,20.0,17.0,6.0,14.0,1.0,3.0,9.0,52.0,30.0,14.0,19.0,8.0,16.0,2.0,7.0,11.0,86.0,37.0,34.0,36.0,0.844,0.844,0.422,1.688,0.844,14.346,2.954,8.439,7.173,2.532,5.907,0.422,1.266,3.797,21.941,12.658,5.907,8.017,3.376,6.751,0.844,2.954,4.641,36.287,15.612,14.346,15.19,3.376,6.751,0.844,2.954,4.641,36.287,15.612,14.346,15.19
92,E00023507,117.0,167.0,6.0,2.0,10.0,0.0,22.0,32.0,13.0,13.0,19.0,5.0,6.0,8.0,3.0,17.0,44.0,39.0,23.0,22.0,11.0,8.0,18.0,3.0,39.0,76.0,52.0,36.0,41.0,2.113,0.704,3.521,0.0,7.746,11.268,4.577,4.577,6.69,1.761,2.113,2.817,1.056,5.986,15.493,13.732,8.099,7.746,3.873,2.817,6.338,1.056,13.732,26.761,18.31,12.676,14.437,3.873,2.817,6.338,1.056,13.732,26.761,18.31,12.676,14.437
93,E00023508,86.0,133.0,2.0,1.0,1.0,0.0,18.0,45.0,7.0,5.0,7.0,11.0,4.0,1.0,0.0,12.0,69.0,22.0,10.0,4.0,13.0,5.0,2.0,0.0,30.0,114.0,29.0,15.0,11.0,0.913,0.457,0.457,0.0,8.219,20.548,3.196,2.283,3.196,5.023,1.826,0.457,0.0,5.479,31.507,10.046,4.566,1.826,5.936,2.283,0.913,0.0,13.699,52.055,13.242,6.849,5.023,5.936,2.283,0.913,0.0,13.699,52.055,13.242,6.849,5.023
